URL,Depth,ParentFolderName,nav_order,FileName,FileNameNoSpaces
important-learning-and-teaching-events/classroom-and-context-variables/the-amount-of-practice-is-provided/he-variables-which-determine-what-counts-as-sufficient-practice.md,3,the-amount-of-practice-is-provided,0,He Variables Which Determine What Counts As Sufficient Practice.md,Hevariableswhichdeterminewhatcountsassufficientpractice.md
important-learning-and-teaching-events/classroom-and-context-variables/the-amount-of-practice-is-provided/overcoming-practice-limitations-imposed-by-the-curriculum.md,3,the-amount-of-practice-is-provided,1,Overcoming Practice Limitations Imposed By The Curriculum.md,Overcomingpracticelimitationsimposedbythecurriculum.md
important-learning-and-teaching-events/classroom-and-context-variables/the-amount-of-practice-is-provided/overcoming-practice-limitation-resulting-from-teacher-beliefs.md,3,the-amount-of-practice-is-provided,2,Overcoming Practice Limitation Resulting From Teacher Beliefs.md,Overcomingpracticelimitationresultingfromteacherbeliefs.md
important-learning-and-teaching-events/classroom-and-context-variables/the-amount-of-practice-is-provided/overcoming-practice-limitations-arising-from-class-size.md,3,the-amount-of-practice-is-provided,3,Overcoming Practice Limitations Arising From Class Size.md,Overcomingpracticelimitationsarisingfromclasssize.md
important-learning-and-teaching-events/classroom-and-context-variables/the-amount-of-practice-is-provided/overcoming-practice-limitations-due-to-a-lack-of-practice-materials.md,3,the-amount-of-practice-is-provided,4,Overcoming Practice Limitations Due To A Lack Of Practice Materials.md,Overcomingpracticelimitationsduetoalackofpracticematerials.md
important-learning-and-teaching-events/classroom-and-context-variables/monitoring-the-learning-of-individual-children/the-type-of-monitoring-procedure-used.md,3,monitoring-the-learning-of-individual-children,0,The Type Of Monitoring Procedure Used.md,Thetypeofmonitoringprocedureused.md
important-learning-and-teaching-events/classroom-and-context-variables/monitoring-the-learning-of-individual-children/the-number-of-outcomes-monitored.md,3,monitoring-the-learning-of-individual-children,1,The Number Of Outcomes Monitored.md,Thenumberofoutcomesmonitored.md
important-learning-and-teaching-events/classroom-and-context-variables/monitoring-the-learning-of-individual-children/the-number-of-children-monitored-with-respect-to-each-of-these-outcomes.md,3,monitoring-the-learning-of-individual-children,2,The Number Of Children Monitored With Respect To Each Of These Outcomes.md,Thenumberofchildrenmonitoredwithrespecttoeachoftheseoutcomes.md
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/natural-science-social-science-and-ethnographic-approaches-to-research/natural-science-approaches-to-education-research.md,3,natural-science-social-science-and-ethnographic-approaches-to-research,0,Natural Science Approaches To Education Research.md,Naturalscienceapproachestoeducationresearch.md
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/natural-science-social-science-and-ethnographic-approaches-to-research/social-science-approaches-to-education-research.md,3,natural-science-social-science-and-ethnographic-approaches-to-research,1,Social Science Approaches To Education Research.md,Socialscienceapproachestoeducationresearch.md
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/natural-science-social-science-and-ethnographic-approaches-to-research/ethnographic-approaches-to-education-research.md,3,natural-science-social-science-and-ethnographic-approaches-to-research,2,Ethnographic Approaches To Education Research.md,Ethnographicapproachestoeducationresearch.md
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/which-approaches-to-research-have-learning-as-their-subject-matter/what-is-the-subject-matter-of-behaviour-analysis-research.md,3,which-approaches-to-research-have-learning-as-their-subject-matter,0,What Is The Subject Matter Of Behaviour Analysis Research.md,Whatisthesubjectmatterofbehaviouranalysisresearch.md
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/which-approaches-to-research-have-learning-as-their-subject-matter/what-is-the-subject-matter-of-cognitive-science.md,3,which-approaches-to-research-have-learning-as-their-subject-matter,1,What Is The Subject Matter Of Cognitive Science.md,Whatisthesubjectmatterofcognitivescience.md
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/which-approaches-to-research-have-learning-as-their-subject-matter/what-is-the-subject-matter-of-qualitative-research.md,3,which-approaches-to-research-have-learning-as-their-subject-matter,2,What Is The Subject Matter Of Qualitative Research.md,Whatisthesubjectmatterofqualitativeresearch.md
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/what-units-of-analysis-are-used-by-the-three-main-approaches-to-research/the-units-of-analysis-employed-by-behaviour-analysts.md,3,what-units-of-analysis-are-used-by-the-three-main-approaches-to-research,0,The Units Of Analysis Employed By Behaviour Analysts.md,Theunitsofanalysisemployedbybehaviouranalysts.md
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/what-units-of-analysis-are-used-by-the-three-main-approaches-to-research/the-units-of-analysis-employed-by-cognitive-scientists.md,3,what-units-of-analysis-are-used-by-the-three-main-approaches-to-research,1,The Units Of Analysis Employed By Cognitive Scientists.md,Theunitsofanalysisemployedbycognitivescientists.md
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/what-units-of-analysis-are-used-by-the-three-main-approaches-to-research/the-units-of-analysis-employed-by-ethnographers.md,3,what-units-of-analysis-are-used-by-the-three-main-approaches-to-research,2,The Units Of Analysis Employed By Ethnographers.md,Theunitsofanalysisemployedbyethnographers.md
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/types-of-explanation/explanations-in-a-physical-vocabulary-and-in-a-non-physical-vocabulary.md,3,types-of-explanation,0,Explanations In A Physical Vocabulary And In A Non Physical Vocabulary.md,Explanationsinaphysicalvocabularyandinanonphysicalvocabulary.md
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/types-of-explanation/immediate-cause-explanations-and-historical-explanations.md,3,types-of-explanation,1,Immediate Cause Explanations And Historical Explanations.md,Immediatecauseexplanationsandhistoricalexplanations.md
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/types-of-explanation/some-common-types-of-immediate-cause-explanations.md,3,types-of-explanation,2,Some Common Types Of Immediate Cause Explanations.md,Somecommontypesofimmediatecauseexplanations.md
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/what-types-of-explanation-are-sought-by-the-three-main-approaches-to-research/the-types-of-explanation-sought-by-behaviour-analysts.md,3,what-types-of-explanation-are-sought-by-the-three-main-approaches-to-research,0,The Types Of Explanation Sought By Behaviour Analysts.md,Thetypesofexplanationsoughtbybehaviouranalysts.md
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/what-types-of-explanation-are-sought-by-the-three-main-approaches-to-research/the-types-of-explanation-sought-by-cognitive-scientists.md,3,what-types-of-explanation-are-sought-by-the-three-main-approaches-to-research,1,The Types Of Explanation Sought By Cognitive Scientists.md,Thetypesofexplanationsoughtbycognitivescientists.md
types-of-research-evidence/approaches-to-research-into-learning-and-teaching/what-types-of-explanation-are-sought-by-the-three-main-approaches-to-research/the-types-of-explanation-sought-by-ethnographers.md,3,what-types-of-explanation-are-sought-by-the-three-main-approaches-to-research,2,The Types Of Explanation Sought By Ethnographers.md,Thetypesofexplanationsoughtbyethnographers.md
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/beliefs-about-the-nature-of-reality-and-what-can-be-observed/assumptions-about-the-nature-of-reality.md,3,beliefs-about-the-nature-of-reality-and-what-can-be-observed,0,Assumptions About The Nature Of Reality.md,Assumptionsaboutthenatureofreality.md
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/beliefs-about-the-nature-of-reality-and-what-can-be-observed/assumptions-about-what-can-be-accomplished-by-observation.md,3,beliefs-about-the-nature-of-reality-and-what-can-be-observed,1,Assumptions About What Can Be Accomplished By Observation.md,Assumptionsaboutwhatcanbeaccomplishedbyobservation.md
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/what-exactly-is-observed-by-the-three-main-approaches-to-research/do-behaviour-analysts-study-events-which-can-be-observed-in-practice.md,3,what-exactly-is-observed-by-the-three-main-approaches-to-research,0,Do Behaviour Analysts Study Events Which Can Be Observed In Practice.md,Dobehaviouranalystsstudyeventswhichcanbeobservedinpractice.md
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/what-exactly-is-observed-by-the-three-main-approaches-to-research/do-cognitive-scientists-study-events-which-can-be-observed-in-practice.md,3,what-exactly-is-observed-by-the-three-main-approaches-to-research,1,Do Cognitive Scientists Study Events Which Can Be Observed In Practice.md,Docognitivescientistsstudyeventswhichcanbeobservedinpractice.md
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/what-exactly-is-observed-by-the-three-main-approaches-to-research/do-ethnographers-study-events-which-can-be-observed-in-practice.md,3,what-exactly-is-observed-by-the-three-main-approaches-to-research,2,Do Ethnographers Study Events Which Can Be Observed In Practice.md,Doethnographersstudyeventswhichcanbeobservedinpractice.md
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/what-are-the-main-issues-in-observing-and-recording-learning/indirect-vs-direct-measures-of-behaviour-change.md,3,what-are-the-main-issues-in-observing-and-recording-learning,0,Indirect Vs Direct Measures Of Behaviour Change.md,Indirectvsdirectmeasuresofbehaviourchange.md
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/what-are-the-main-issues-in-observing-and-recording-learning/how-many-observations-should-be-made-during-the-course-of-a-change.md,3,what-are-the-main-issues-in-observing-and-recording-learning,1,How Many Observations Should Be Made During The Course Of A Change.md,Howmanyobservationsshouldbemadeduringthecourseofachange.md
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/what-are-the-main-issues-in-observing-and-recording-learning/qualitative-or-quantitative-descriptions-of-change.md,3,what-are-the-main-issues-in-observing-and-recording-learning,2,Qualitative Or Quantitative Descriptions Of Change.md,Qualitativeorquantitativedescriptionsofchange.md
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/what-are-the-main-issues-in-observing-and-recording-learning/vaganotic-or-idemnotic-measures-of-change.md,3,what-are-the-main-issues-in-observing-and-recording-learning,3,Vaganotic Or Idemnotic Measures Of Change.md,Vaganoticoridemnoticmeasuresofchange.md
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/what-are-the-main-issues-in-observing-and-recording-learning/should-conclusions-be-based-on-the-performance-of-individuals-or-of-groups.md,3,what-are-the-main-issues-in-observing-and-recording-learning,4,Should Conclusions Be Based On The Performance Of Individuals Or Of Groups.md,Shouldconclusionsbebasedontheperformanceofindividualsorofgroups.md
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/how-is-learning-measured-in-the-three-main-approaches-to-research/how-do-behaviour-analysts-observe-and-measure-learning.md,3,how-is-learning-measured-in-the-three-main-approaches-to-research,0,How Do Behaviour Analysts Observe And Measure Learning.md,Howdobehaviouranalystsobserveandmeasurelearning.md
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/how-is-learning-measured-in-the-three-main-approaches-to-research/how-do-cognitive-scientists-observe-and-measure-learning.md,3,how-is-learning-measured-in-the-three-main-approaches-to-research,1,How Do Cognitive Scientists Observe And Measure Learning.md,Howdocognitivescientistsobserveandmeasurelearning.md
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/how-is-learning-measured-in-the-three-main-approaches-to-research/how-do-ethnographers-observe-and-measure-learning.md,3,how-is-learning-measured-in-the-three-main-approaches-to-research,2,How Do Ethnographers Observe And Measure Learning.md,Howdoethnographersobserveandmeasurelearning.md
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/what-standards-are-used-when-assessing-the-believability-of-reports-of-learning/reliability-threats-to-reliability-and-the-assessment-of-reliability.md,3,what-standards-are-used-when-assessing-the-believability-of-reports-of-learning,0,Reliability Threats To Reliability And The Assessment Of Reliability.md,Reliabilitythreatstoreliabilityandtheassessmentofreliability.md
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/what-standards-are-used-when-assessing-the-believability-of-reports-of-learning/accuracy-threats-to-accuracy-and-the-assessment-of-accuracy.md,3,what-standards-are-used-when-assessing-the-believability-of-reports-of-learning,1,Accuracy Threats To Accuracy And The Assessment Of Accuracy.md,Accuracythreatstoaccuracyandtheassessmentofaccuracy.md
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/what-standards-are-used-when-assessing-the-believability-of-reports-of-learning/measurement-validity-threats-to-validity-and-the-assessment-of-validity.md,3,what-standards-are-used-when-assessing-the-believability-of-reports-of-learning,2,Measurement Validity Threats To Validity And The Assessment Of Validity.md,Measurementvaliditythreatstovalidityandtheassessmentofvalidity.md
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/which-approaches-to-research-are-collecting-the-most-believable-data-on-learning/believability-of-the-data-collected-by-behaviour-analysts.md,3,which-approaches-to-research-are-collecting-the-most-believable-data-on-learning,0,Believability Of The Data Collected By Behaviour Analysts.md,Believabilityofthedatacollectedbybehaviouranalysts.md
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/which-approaches-to-research-are-collecting-the-most-believable-data-on-learning/believability-of-the-data-collected-by-cognitive-scientists.md,3,which-approaches-to-research-are-collecting-the-most-believable-data-on-learning,1,Believability Of The Data Collected By Cognitive Scientists.md,Believabilityofthedatacollectedbycognitivescientists.md
types-of-research-evidence/how-is-learning-to-be-observed-and-recorded/which-approaches-to-research-are-collecting-the-most-believable-data-on-learning/believability-of-the-data-collected-by-ethnographers.md,3,which-approaches-to-research-are-collecting-the-most-believable-data-on-learning,2,Believability Of The Data Collected By Ethnographers.md,Believabilityofthedatacollectedbyethnographers.md
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/types-of-questions-and-the-research-methods-required-to-answer-them/descriptive-questions-and-relational-questions.md,3,types-of-questions-and-the-research-methods-required-to-answer-them,0,Descriptive Questions And Relational Questions.md,Descriptivequestionsandrelationalquestions.md
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/types-of-questions-and-the-research-methods-required-to-answer-them/three-types-of-relationships.md,3,types-of-questions-and-the-research-methods-required-to-answer-them,1,Three Types Of Relationships.md,Threetypesofrelationships.md
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/types-of-questions-and-the-research-methods-required-to-answer-them/descriptive-correlational-and-experimental-procedures.md,3,types-of-questions-and-the-research-methods-required-to-answer-them,2,Descriptive Correlational And Experimental Procedures.md,Descriptivecorrelationalandexperimentalprocedures.md
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/types-of-questions-and-the-research-methods-required-to-answer-them/distinguishing-between-independent-variables-and-dependent-variables.md,3,types-of-questions-and-the-research-methods-required-to-answer-them,3,Distinguishing Between Independent Variables And Dependent Variables.md,Distinguishingbetweenindependentvariablesanddependentvariables.md
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/types-of-questions-and-the-research-methods-required-to-answer-them/between-groups-experiments-and-within-subject-experiments.md,3,types-of-questions-and-the-research-methods-required-to-answer-them,4,Between Groups Experiments And Within Subject Experiments.md,Betweengroupsexperimentsandwithinsubjectexperiments.md
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/the-relationship-detection-procedures-used-by-the-three-main-approaches-to-research/the-relationship-detection-procedures-used-by-behaviour-analysts.md,3,the-relationship-detection-procedures-used-by-the-three-main-approaches-to-research,0,The Relationship Detection Procedures Used By Behaviour Analysts.md,Therelationshipdetectionproceduresusedbybehaviouranalysts.md
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/the-relationship-detection-procedures-used-by-the-three-main-approaches-to-research/the-relationship-detection-procedures-used-by-cognitive-scientists.md,3,the-relationship-detection-procedures-used-by-the-three-main-approaches-to-research,1,The Relationship Detection Procedures Used By Cognitive Scientists.md,Therelationshipdetectionproceduresusedbycognitivescientists.md
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/the-relationship-detection-procedures-used-by-the-three-main-approaches-to-research/the-relationship-detection-procedures-of-the-ethnographer.md,3,the-relationship-detection-procedures-used-by-the-three-main-approaches-to-research,2,The Relationship Detection Procedures Of The Ethnographer.md,Therelationshipdetectionproceduresoftheethnographer.md
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/how-useful-are-the-relationship-detection-procedures-of-the-three-main-approaches/how-useful-are-the-experimental-procedures-of-the-behaviour-analyst.md,3,how-useful-are-the-relationship-detection-procedures-of-the-three-main-approaches,0,How Useful Are The Experimental Procedures Of The Behaviour Analyst.md,Howusefularetheexperimentalproceduresofthebehaviouranalyst.md
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/how-useful-are-the-relationship-detection-procedures-of-the-three-main-approaches/how-useful-are-the-correlational-procedures-of-the-cognitive-scientist.md,3,how-useful-are-the-relationship-detection-procedures-of-the-three-main-approaches,1,How Useful Are The Correlational Procedures Of The Cognitive Scientist.md,Howusefularethecorrelationalproceduresofthecognitivescientist.md
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/how-useful-are-the-relationship-detection-procedures-of-the-three-main-approaches/how-useful-are-the-experimental-procedures-of-the-cognitive-scientist.md,3,how-useful-are-the-relationship-detection-procedures-of-the-three-main-approaches,2,How Useful Are The Experimental Procedures Of The Cognitive Scientist.md,Howusefularetheexperimentalproceduresofthecognitivescientist.md
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/what-standards-are-used-to-evaluate-the-results-of-an-experimental-analysis/the-reliability-reproducibility-of-the-experimental-procedure.md,3,what-standards-are-used-to-evaluate-the-results-of-an-experimental-analysis,0,The Reliability Reproducibility Of The Experimental Procedure.md,Thereliabilityreproducibilityoftheexperimentalprocedure.md
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/what-standards-are-used-to-evaluate-the-results-of-an-experimental-analysis/the-accuracy-of-the-measure-of-experimental-effects.md,3,what-standards-are-used-to-evaluate-the-results-of-an-experimental-analysis,1,The Accuracy Of The Measure Of Experimental Effects.md,Theaccuracyofthemeasureofexperimentaleffects.md
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/what-standards-are-used-to-evaluate-the-results-of-an-experimental-analysis/the-validity-of-the-conclusions-drawn-from-the-experimental-results.md,3,what-standards-are-used-to-evaluate-the-results-of-an-experimental-analysis,2,The Validity Of The Conclusions Drawn From The Experimental Results.md,Thevalidityoftheconclusionsdrawnfromtheexperimentalresults.md
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/what-standards-are-used-to-evaluate-the-results-of-an-experimental-analysis/the-chain-of-inference-which-is-involved-in-interpreting-experimental-effects.md,3,what-standards-are-used-to-evaluate-the-results-of-an-experimental-analysis,3,The Chain Of Inference Which Is Involved In Interpreting Experimental Effects.md,Thechainofinferencewhichisinvolvedininterpretingexperimentaleffects.md
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/how-accurate-are-within-subject-and-between-group-measures-of-experimental-effects/how-accurate-are-the-behaviour-analysts-attempts-to-measure-experimental-effects.md,3,how-accurate-are-within-subject-and-between-group-measures-of-experimental-effects,0,How Accurate Are The Behaviour Analysts Attempts To Measure Experimental Effects.md,Howaccuratearethebehaviouranalystsattemptstomeasureexperimentaleffects.md
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/how-accurate-are-within-subject-and-between-group-measures-of-experimental-effects/how-accurate-are-the-cognitive-scientists-attempts-to-measure-experimental-effects.md,3,how-accurate-are-within-subject-and-between-group-measures-of-experimental-effects,1,How Accurate Are The Cognitive Scientists Attempts To Measure Experimental Effects.md,Howaccuratearethecognitivescientistsattemptstomeasureexperimentaleffects.md
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/how-accurate-are-within-subject-and-between-group-measures-of-experimental-effects/problems-arising-from-the-inappropriate-use-of-significance-testing-procedures.md,3,how-accurate-are-within-subject-and-between-group-measures-of-experimental-effects,2,Problems Arising From The Inappropriate Use Of Significance Testing Procedures.md,Problemsarisingfromtheinappropriateuseofsignificancetestingprocedures.md
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/how-accurate-are-within-subject-and-between-group-measures-of-experimental-effects/problems-inherent-in-the-hypothetico-deductive-method-practised-by-social-scientists.md,3,how-accurate-are-within-subject-and-between-group-measures-of-experimental-effects,3,Problems Inherent In The Hypothetico Deductive Method Practised By Social Scientists.md,Problemsinherentinthehypotheticodeductivemethodpractisedbysocialscientists.md
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/the-generalisability-of-experimental-results/do-behaviour-analysts-explore-the-generalisability-of-their-experimental-findings.md,3,the-generalisability-of-experimental-results,0,Do Behaviour Analysts Explore The Generalisability Of Their Experimental Findings.md,Dobehaviouranalystsexplorethegeneralisabilityoftheirexperimentalfindings.md
types-of-research-evidence/how-are-the-effects-of-teaching-on-learning-to-be-measured/the-generalisability-of-experimental-results/do-cognitive-scientists-explore-the-generalisability-of-their-experimental-findings.md,3,the-generalisability-of-experimental-results,1,Do Cognitive Scientists Explore The Generalisability Of Their Experimental Findings.md,Docognitivescientistsexplorethegeneralisabilityoftheirexperimentalfindings.md
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/research-in-which-the-question-asked-determines-the-research-method/questions-which-can-and-cannot-be-addressed-by-behaviour-analysis-methods.md,3,research-in-which-the-question-asked-determines-the-research-method,0,Questions Which Can And Cannot Be Addressed By Behaviour Analysis Methods.md,Questionswhichcanandcannotbeaddressedbybehaviouranalysismethods.md
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/research-in-which-the-question-asked-determines-the-research-method/questions-which-can-and-cannot-be-addressed-by-social-science-research.md,3,research-in-which-the-question-asked-determines-the-research-method,1,Questions Which Can And Cannot Be Addressed By Social Science Research.md,Questionswhichcanandcannotbeaddressedbysocialscienceresearch.md
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/research-in-which-the-question-asked-determines-the-research-method/questions-which-can-and-cannot-be-addressed-by-ethnographic-methods.md,3,research-in-which-the-question-asked-determines-the-research-method,2,Questions Which Can And Cannot Be Addressed By Ethnographic Methods.md,Questionswhichcanandcannotbeaddressedbyethnographicmethods.md
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/research-in-general-or-just-the-scientific-research/arguments-for-and-against-using-only-the-results-of-scientific-research.md,3,research-in-general-or-just-the-scientific-research,0,Arguments For And Against Using Only The Results Of Scientific Research.md,Argumentsforandagainstusingonlytheresultsofscientificresearch.md
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/research-in-general-or-just-the-scientific-research/is-the-behaviour-analysis-approach-a-scientific-approach.md,3,research-in-general-or-just-the-scientific-research,1,Is The Behaviour Analysis Approach A Scientific Approach.md,Isthebehaviouranalysisapproachascientificapproach.md
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/research-in-general-or-just-the-scientific-research/is-the-social-science-approach-a-scientific-approach.md,3,research-in-general-or-just-the-scientific-research,2,Is The Social Science Approach A Scientific Approach.md,Isthesocialscienceapproachascientificapproach.md
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/research-in-general-or-just-the-scientific-research/is-the-ethnographic-approach-a-scientific-approach.md,3,research-in-general-or-just-the-scientific-research,3,Is The Ethnographic Approach A Scientific Approach.md,Istheethnographicapproachascientificapproach.md
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/research-in-general-or-just-the-scientific-research/what-is-to-count-as-evidence-in-the-move-to-evidence-based-practice.md,3,research-in-general-or-just-the-scientific-research,4,What Is To Count As Evidence In The Move To Evidence Based Practice.md,Whatistocountasevidenceinthemovetoevidencebasedpractice.md
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/how-much-scientific-evidence-is-required-to-justify-a-change-to-evidence-based-teach-practice/levels-of-empirical-support.md,3,how-much-scientific-evidence-is-required-to-justify-a-change-to-evidence-based-teach-practice,0,Levels Of Empirical Support.md,Levelsofempiricalsupport.md
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/are-discoveries-to-date-sufficient-to-justify-a-move-to-evidence-based-practice/is-there-a-corpus-of-research-which-could-be-used-to-guide-developments-in-teaching.md,3,are-discoveries-to-date-sufficient-to-justify-a-move-to-evidence-based-practice,0,Is There A Corpus Of Research Which Could Be Used To Guide Developments In Teaching.md,Isthereacorpusofresearchwhichcouldbeusedtoguidedevelopmentsinteaching.md
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/are-discoveries-to-date-sufficient-to-justify-a-move-to-evidence-based-practice/is-scientific-research-stimulating-technological-developments-in-teaching.md,3,are-discoveries-to-date-sufficient-to-justify-a-move-to-evidence-based-practice,1,Is Scientific Research Stimulating Technological Developments In Teaching.md,Isscientificresearchstimulatingtechnologicaldevelopmentsinteaching.md
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/progress-in-developing-an-empirical-theory-of-learning/progress-made-by-behaviour-analysts-in-developing-an-explanatory-theory.md,3,progress-in-developing-an-empirical-theory-of-learning,0,Progress Made By Behaviour Analysts In Developing An Explanatory Theory.md,Progressmadebybehaviouranalystsindevelopinganexplanatorytheory.md
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/progress-in-developing-an-empirical-theory-of-learning/progress-made-by-cognitive-scientists-in-developing-an-explanatory-theory.md,3,progress-in-developing-an-empirical-theory-of-learning,1,Progress Made By Cognitive Scientists In Developing An Explanatory Theory.md,Progressmadebycognitivescientistsindevelopinganexplanatorytheory.md
types-of-research-evidence/is-a-move-to-evidence-based-teaching-practice-feasible-at-this-time/progress-in-developing-an-empirical-theory-of-learning/progress-made-by-qualitative-researchers-in-developing-an-explanatory-theory.md,3,progress-in-developing-an-empirical-theory-of-learning,2,Progress Made By Qualitative Researchers In Developing An Explanatory Theory.md,Progressmadebyqualitativeresearchersindevelopinganexplanatorytheory.md
the-conditions-upon-which-learning-depends/respondent-processes/how-new-meanings-are-acquired/conditions-necessary-for-the-acquisition-of-new-meanings.md,3,how-new-meanings-are-acquired,0,Conditions Necessary For The Acquisition Of New Meanings.md,Conditionsnecessaryfortheacquisitionofnewmeanings.md
the-conditions-upon-which-learning-depends/respondent-processes/how-new-meanings-are-acquired/conditions-which-may-affect-the-acquisition-of-new-meanings.md,3,how-new-meanings-are-acquired,1,Conditions Which May Affect The Acquisition Of New Meanings.md,Conditionswhichmayaffecttheacquisitionofnewmeanings.md
the-conditions-upon-which-learning-depends/respondent-processes/how-likes-and-dislikes-develop/conditions-necessary-for-the-development-of-a-liking-for.md,3,how-likes-and-dislikes-develop,0,Conditions Necessary For The Development Of A Liking For.md,Conditionsnecessaryforthedevelopmentofalikingfor.md
the-conditions-upon-which-learning-depends/respondent-processes/how-likes-and-dislikes-develop/conditions-which-may-affect-the-development-of-new-likes-and-dislikes.md,3,how-likes-and-dislikes-develop,1,Conditions Which May Affect The Development Of New Likes And Dislikes.md,Conditionswhichmayaffectthedevelopmentofnewlikesanddislikes.md
the-conditions-upon-which-learning-depends/respondent-processes/how-fears-and-anxieties-are-learned-and-unlearned/conditions-necessary-for-the-acquisition-of-a-new-anxiety/fear-response.md,4,conditions-necessary-for-the-acquisition-of-a-new-anxiety,0,Fear Response.md,Fearresponse.md
the-conditions-upon-which-learning-depends/respondent-processes/how-fears-and-anxieties-are-learned-and-unlearned/conditions-which-may-affect-the-acquisition-of-new-fear/anxiety-responses.md,4,conditions-which-may-affect-the-acquisition-of-new-fear,0,Anxiety Responses.md,Anxietyresponses.md
the-conditions-upon-which-learning-depends/respondent-processes/how-fears-and-anxieties-are-learned-and-unlearned/conditions-necessary-for-the-extinction-of-conditioned-anxiety/fear-responses.md,4,conditions-necessary-for-the-extinction-of-conditioned-anxiety,0,Fear Responses.md,Fearresponses.md
the-conditions-upon-which-learning-depends/respondent-processes/how-fears-and-anxieties-are-learned-and-unlearned/conditions-which-may-affect-the-extinction-of-a-conditioned-fear/anxiety-response.md,4,conditions-which-may-affect-the-extinction-of-a-conditioned-fear,0,Anxiety Response.md,Anxietyresponse.md
