URL,Depth,OrderWithinParent
the-conditions-upon-which-learning-depends/shaping-processes/how-completely-new-behaviours-and-skills-are-acquired/conditions-which-can-accelerate-the-acquisition-of-new-behaviours.md,2,how-completely-new-behaviours-and-skills-are-acquired
the-conditions-upon-which-learning-depends/shaping-processes/how-new-procedures-are-acquired/necessary-conditions-1-the-opportunity-to-learn-the-sequence-of-steps.md,2,how-new-procedures-are-acquired
the-conditions-upon-which-learning-depends/shaping-processes/how-new-procedures-are-acquired/necessary-conditions-2-the-opportunity-to-engage-in-unprompted-practice.md,2,how-new-procedures-are-acquired
the-conditions-upon-which-learning-depends/shaping-processes/how-new-procedures-are-acquired/necessary-condition-3-differential-reinforcement-of-satisfactory-performances.md,2,how-new-procedures-are-acquired
the-conditions-upon-which-learning-depends/shaping-processes/how-new-procedures-are-acquired/necessary-condition-4-sufficient-practice-to-ensure-mastery.md,2,how-new-procedures-are-acquired
the-conditions-upon-which-learning-depends/shaping-processes/how-new-procedures-are-acquired/conditions-which-may-affect-the-acquisition-of-new-procedures.md,2,how-new-procedures-are-acquired
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-new-equivalence-relations-are-acquired/necessary-condition-1-prompting-of-the-correct-responses.md,2,how-new-equivalence-relations-are-acquired
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-new-equivalence-relations-are-acquired/necessary-condition-2-the-opportunity-to-engage-in-discrimination-practice.md,2,how-new-equivalence-relations-are-acquired
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-new-equivalence-relations-are-acquired/necessary-condition-3-differential-reinforcement-for-correct-responses,2,how-new-equivalence-relations-are-acquired
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-new-equivalence-relations-are-acquired/necessary-condition-4-sufficient-practice-to-ensure-retention.md,2,how-new-equivalence-relations-are-acquired
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-new-equivalence-relations-are-acquired/conditions-which-may-affect-the-learning-of-equivalence-relations.md,2,how-new-equivalence-relations-are-acquired
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-conceptual-responses-are-acquired/necessary-condition-1-prompting-of-correct-responses.md,2,how-conceptual-responses-are-acquired
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-conceptual-responses-are-acquired/necessary-condition-2-examples-which-illustrate-the-full-extent-of-the-generalisation.md,2,how-conceptual-responses-are-acquired
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-conceptual-responses-are-acquired/necessary-condition-3-discrimination-practice.md,2,how-conceptual-responses-are-acquired
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-conceptual-responses-are-acquired/necessary-condition-4-differential-reinforcement-for-correct-responses.md,2,how-conceptual-responses-are-acquired
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-conceptual-responses-are-acquired/necessary-condition-5-sufficient-practice-to-ensure-retention.md,2,how-conceptual-responses-are-acquired
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-conceptual-responses-are-acquired/conditions-which-may-accelerate-the-learning-of-new-concepts-and-generalisations.md,2,how-conceptual-responses-are-acquired
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-new-knowledge-responses-are-acquired/necessary-condition-1-all-essential-information-in-a-form-which-can-be-referred-to-repeatedly.md,2,how-new-knowledge-responses-are-acquired
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-new-knowledge-responses-are-acquired/necessary-condition-2-sufficient-interactions-with-each-proposition-to-ensure-retention.md,2,how-new-knowledge-responses-are-acquired
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-new-knowledge-responses-are-acquired/necessary-condition-3-differential-reinforcement-for-correct-responses.md,2,how-new-knowledge-responses-are-acquired
the-conditions-upon-which-learning-depends/verbal-learning-processes/how-new-knowledge-responses-are-acquired/conditions-which-may-accelerate-the-learning-of-new-knowledge-responses.md,2,how-new-knowledge-responses-are-acquired
the-conditions-upon-which-learning-depends/fluency-building-processes/how-fluency-is-acquired/necessary-condition-1-practice-activities-in-which-increases-in-speed-are-possible.md,2,how-fluency-is-acquired
the-conditions-upon-which-learning-depends/fluency-building-processes/how-fluency-is-acquired/necessary-condition-2-regular-assessment-of-accuracy-rate-and-reinforcement-for-increases-in-accuracy-rate.md,2,how-fluency-is-acquired
the-conditions-upon-which-learning-depends/fluency-building-processes/how-fluency-is-acquired/necessary-condition-3-sufficient-timed-practice-to-achieve-the-fluency-goal.md,2,how-fluency-is-acquired
the-conditions-upon-which-learning-depends/fluency-building-processes/how-fluency-is-acquired/conditions-which-may-affect-the-development-of-fluency.md,2,how-fluency-is-acquired
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/presentation-variables-and-their-effects/effects-of-presentation-mode.md,2,presentation-variables-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/presentation-variables-and-their-effects/effects-of-presentation-meaningfulness.md,2,presentation-variables-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/presentation-variables-and-their-effects/effects-of-presentation-length.md,2,presentation-variables-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/presentation-content-variables-and-their-effects/effects-of-positive-example-range.md,2,presentation-content-variables-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/presentation-content-variables-and-their-effects/effects-of-negative-example-range.md,2,presentation-content-variables-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/presentation-content-variables-and-their-effects/effects-of-different-example-sequencing-procedures.md,2,presentation-content-variables-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/presentation-content-variables-and-their-effects/effects-of-general-case-teaching-procedures.md,2,presentation-content-variables-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/prompting-variables-and-their-effects/effects-of-varying-the-number-of-responses-prompted-at-one-time.md,2,prompting-variables-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/prompting-variables-and-their-effects/effects-of-variations-in-the-ratio-of-prompted-to-unprompted-responses.md,2,prompting-variables-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/prompting-variables-and-their-effects/effects-of-copying-and-non-copying-prompts.md,2,prompting-variables-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/prompting-variables-and-their-effects/effects-of-prompting-before-during-and-after-presentation-of-the-practice-stimulus.md,2,prompting-variables-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/prompting-variables-and-their-effects/effects-of-varying-the-prompt-delay-interval.md,2,prompting-variables-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/prompting-variables-and-their-effects/effects-of-variations-in-the-accuracy-level-of-responding-during-instruction.md,2,prompting-variables-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/prompting-variables-and-their-effects/effects-of-stimulus-prompts-and-behaviour-prompts.md,2,prompting-variables-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/prompting-variables-and-their-effects/effects-of-different-types-of-stimulus-prompts.md,2,prompting-variables-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/prompting-variables-and-their-effects/effects-of-different-procedures-for-fading-stimulus-prompts.md,2,prompting-variables-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/prompting-variables-and-their-effects/effects-of-different-types-of-behaviour-prompts.md,2,prompting-variables-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/prompting-variables-and-their-effects/effects-of-different-procedures-for-fading-behaviour-prompts.md,2,prompting-variables-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/practice-variables-and-their-effects/effects-of-child-initiated-and-teacher-initiated-learning-interactions.md,2,practice-variables-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/practice-variables-and-their-effects/effects-of-overt-versus-covert-practice-responses.md,2,practice-variables-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/practice-variables-and-their-effects/effects-of-constructed-versus-selection-responses.md,2,practice-variables-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/practice-variables-and-their-effects/effects-of-variations-in-response-size-and-response-effort.md,2,practice-variables-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/practice-variables-and-their-effects/effects-of-variations-in-the-match-between-response-mode-and-intended-learning-outcome.md,2,practice-variables-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/practice-variables-and-their-effects/effects-of-untimed-versus-timed-practice.md,2,practice-variables-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/amount-of-practice-and-its-effects/effects-of-variations-in-the-number-of-practice-opportunities.md,2,amount-of-practice-and-its-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/amount-of-practice-and-its-effects/the-number-of-practice-responses-required-for-acquisition.md,2,amount-of-practice-and-its-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/amount-of-practice-and-its-effects/effects-of-variations-in-exit-criteria.md,2,amount-of-practice-and-its-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/practice-schedules-and-their-effects/effects-of-varying-the-distribution-of-practice-responses-in-time.md,2,practice-schedules-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/practice-schedules-and-their-effects/effects-of-varying-the-size-of-the-practice-set.md,2,practice-schedules-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/practice-schedules-and-their-effects/effects-of-varying-the-number-of-practice-opportunities-per-response-per-session.md,2,practice-schedules-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/practice-schedules-and-their-effects/effects-of-varying-the-interspersal-ratio.md,2,practice-schedules-and-their-effects
the-effects-of-instructional-events/presentation-prompting-and-practice-variables/practice-schedules-and-their-effects/effects-of-massed-versus-spaced-practice.md,2,practice-schedules-and-their-effects
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-and-negative-reinforcement-and-punishment-contingencies/effects-of-two-term-versus-three-term-learning-interactions.md,2,positive-and-negative-reinforcement-and-punishment-contingencies
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-and-negative-reinforcement-and-punishment-contingencies/effects-of-reinforcement-versus-punishment-contingencies.md,2,positive-and-negative-reinforcement-and-punishment-contingencies
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-and-negative-reinforcement-and-punishment-contingencies/effects-of-positive-versus-negative-contingencies.md,2,positive-and-negative-reinforcement-and-punishment-contingencies
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-and-negative-reinforcement-and-punishment-contingencies/effects-of-variations-in-the-timing-of-consequences.md,2,positive-and-negative-reinforcement-and-punishment-contingencies
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-reinforcement-contingencies-and-their-effects/effects-of-biological-reinforcers.md,2,positive-reinforcement-contingencies-and-their-effects
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-reinforcement-contingencies-and-their-effects/effects-of-natural-reinforcers.md,2,positive-reinforcement-contingencies-and-their-effects
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-reinforcement-contingencies-and-their-effects/premack-s-rule.md,2,positive-reinforcement-contingencies-and-their-effects
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-reinforcement-contingencies-and-their-effects/effects-of-social-reinforcement.md,2,positive-reinforcement-contingencies-and-their-effects
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-reinforcement-contingencies-and-their-effects/effects-of-positive-feedback.md,2,positive-reinforcement-contingencies-and-their-effects
the-effects-of-instructional-events/the-effects-of-contingency-variables/negative-reinforcement-contingencies-and-their-effects/effects-of-escape-contingencies.md,2,negative-reinforcement-contingencies-and-their-effects
the-effects-of-instructional-events/the-effects-of-contingency-variables/negative-reinforcement-contingencies-and-their-effects/effects-of-avoidance-contingencies.md,2,negative-reinforcement-contingencies-and-their-effects
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-punishment-contingencies-and-their-effects/effects-of-biological-punishers.md,2,positive-punishment-contingencies-and-their-effects
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-punishment-contingencies-and-their-effects/effects-of-naturally-occurring-aversive-consequences.md,2,positive-punishment-contingencies-and-their-effects
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-punishment-contingencies-and-their-effects/effects-of-effortful-tasks-as-consequences.md,2,positive-punishment-contingencies-and-their-effects
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-punishment-contingencies-and-their-effects/effects-of-negative-social-reactions.md,2,positive-punishment-contingencies-and-their-effects
the-effects-of-instructional-events/the-effects-of-contingency-variables/positive-punishment-contingencies-and-their-effects/effects-of-negative-feedback.md,2,positive-punishment-contingencies-and-their-effects
the-effects-of-instructional-events/the-effects-of-contingency-variables/negative-punishment-contingencies-and-their-effects/effects-of-response-cost-contingencies.md,2,negative-punishment-contingencies-and-their-effects
the-effects-of-instructional-events/the-effects-of-contingency-variables/negative-punishment-contingencies-and-their-effects/effects-of-time-out-from-reinforcement.md,2,negative-punishment-contingencies-and-their-effects
the-effects-of-instructional-events/the-effects-of-contingency-variables/effects-of-removing-a-pre-existing-contingency/effects-of-removing-a-punishment-contingency-recovery.md,2,effects-of-removing-a-pre-existing-contingency
the-effects-of-instructional-events/the-effects-of-contingency-variables/effects-of-removing-a-pre-existing-contingency/effects-of-removing-a-reinforcement-contingency-extinction.md,2,effects-of-removing-a-pre-existing-contingency
the-effects-of-instructional-events/the-effects-of-contingency-variables/the-reinforcement-or-punishment-of-particular-dimensions-of-performance/effects-of-reinforcing-different-dimensions-of-performance.md,2,the-reinforcement-or-punishment-of-particular-dimensions-of-performance
the-effects-of-instructional-events/the-effects-of-contingency-variables/the-reinforcement-or-punishment-of-particular-dimensions-of-performance/effects-of-reinforcing-improvements-versus-criterion-performance.md,2,the-reinforcement-or-punishment-of-particular-dimensions-of-performance
the-effects-of-instructional-events/the-effects-of-contingency-variables/the-reinforcement-or-punishment-of-particular-dimensions-of-performance/effects-of-reinforcing-task-engagement-versus-accuracy.md,2,the-reinforcement-or-punishment-of-particular-dimensions-of-performance
the-effects-of-instructional-events/the-effects-of-contingency-variables/the-reinforcement-or-punishment-of-particular-dimensions-of-performance/effects-of-time-based-versus-response-based-contingencies.md,2,the-reinforcement-or-punishment-of-particular-dimensions-of-performance
the-effects-of-instructional-events/the-effects-of-contingency-variables/schedules-of-reinforcement-and-punishment/effects-of-continuous-versus-intermittent-schedules-of-consequences.md,2,schedules-of-reinforcement-and-punishment
the-effects-of-instructional-events/the-effects-of-contingency-variables/schedules-of-reinforcement-and-punishment/effects-of-predictable-versus-unpredictable-schedules-of-consequences.md,2,schedules-of-reinforcement-and-punishment
the-effects-of-instructional-events/the-effects-of-contingency-variables/schedules-of-reinforcement-and-punishment/procedures-for-transferring-control-from-continuous-to-intermittent-schedules-and-their-effects.md,2,schedules-of-reinforcement-and-punishment
the-effects-of-instructional-events/the-effects-of-contingency-variables/schedules-of-reinforcement-and-punishment/effect-of-concurrent-schedules-of-reinforcement-for-appropriate-and-inappropriate-behaviour.md,2,schedules-of-reinforcement-and-punishment
the-effects-of-instructional-events/the-effects-of-contingency-variables/schedules-of-reinforcement-and-punishment/effect-of-concurrent-schedules-of-punishment-for-appropriate-and-inappropriate-behaviour.md,2,schedules-of-reinforcement-and-punishment
